6/24/2023, 7:17:47 PM - PROFANITY REPORT | ID: 1687625542178-754322, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"fuck","profanityWordRelated":"fuck","badWordLanguage":"en"}
12/7/2023, 8:10:05 PM - PROFANITY REPORT | ID: 1677723687356-94560, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"tit","profanityWordRelated":"tit","badWordLanguage":"en"}
12/7/2023, 10:17:31 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"fuck","profanityWordRelated":"fuck","badWordLanguage":"en"}
12/7/2023, 10:17:33 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"fuck","profanityWordRelated":"fuck","badWordLanguage":"en"}
12/7/2023, 10:17:38 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"whore","profanityWordRelated":"whore","badWordLanguage":"en"}
12/7/2023, 10:17:47 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"fuckinng","profanityWordRelated":"fucking","badWordLanguage":"en"}
12/7/2023, 10:18:00 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"fu<k","profanityWordRelated":"fuck","badWordLanguage":"en"}
12/7/2023, 10:19:23 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"$hit","profanityWordRelated":"shit","badWordLanguage":"en"}
12/7/2023, 10:19:38 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"shi+","profanityWordRelated":"shit","badWordLanguage":"en"}
12/7/2023, 10:19:48 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"sh|t","profanityWordRelated":"sh1t","badWordLanguage":"en"}
12/7/2023, 10:19:55 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"5hit","profanityWordRelated":"shit","badWordLanguage":"en"}
12/7/2023, 10:20:07 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"shlt","profanityWordRelated":"sh1t","badWordLanguage":"en"}
12/7/2023, 10:20:26 PM - PROFANITY REPORT | ID: 1701986925846-473721, KEY: server.chat.global, DETAIL: {"isBadWord":true,"detectedWord":"sh!t","profanityWordRelated":"shit","badWordLanguage":"en"}
12/7/2023, 11:58:28 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:28 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:29 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:29 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:29 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:30 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:30 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:30 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:30 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/7/2023, 11:58:30 PM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/8/2023, 12:01:36 AM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/8/2023, 3:17:03 AM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
12/8/2023, 3:33:13 AM - PROFANITY REPORT | ID: 1677723313042-677508, KEY: account.sig, DETAIL: {"isBadWord":true,"detectedWord":"balls","profanityWordRelated":"balls","badWordLanguage":"en"}
